user_id,user_segment,region,ad_campaign,ad_intensity,click_behavior,purchase_decision,customer_satisfaction,campaign_date,session_duration_sec
USER_0108,Tech_Enthusiast,Europe,Video_Commercial,Heavy_Exposure,Shared_Content,Small_Order,Somewhat_Satisfied,2025-10-27,16
USER_0109,Student_Budget,Asia_Pacific,Video_Commercial,Light_Exposure,Shared_Content,Medium_Order,Somewhat_Satisfied,2025-11-18,532
USER_0110,Family_Oriented,North_America,Email_Campaign,Light_Exposure,Quick_View,No_Purchase,Somewhat_Unsatisfied,2025-11-17,62
USER_0111,Family_Oriented,Latin_America,Video_Commercial,Light_Exposure,Shared_Content,Medium_Order,Very_Satisfied,2025-11-02,124
USER_0112,Student_Budget,Asia_Pacific,Email_Campaign,Medium_Exposure,No_Click,No_Purchase,Somewhat_Unsatisfied,2025-10-24,451
USER_0113,Tech_Enthusiast,Europe,Email_Campaign,Heavy_Exposure,Quick_View,Medium_Order,Somewhat_Satisfied,2025-11-17,26
USER_0114,Family_Oriented,Europe,Email_Campaign,Light_Exposure,No_Click,No_Purchase,Very_Unsatisfied,2025-10-23,177
USER_0115,Family_Oriented,Europe,Search_Engine_Ad,Medium_Exposure,Detailed_Engagement,Small_Order,Very_Satisfied,2025-11-05,585
USER_0116,Family_Oriented,Latin_America,Social_Media_Promo,Light_Exposure,Detailed_Engagement,No_Purchase,Neutral,2025-11-08,521
USER_0117,Tech_Enthusiast,Asia_Pacific,Email_Campaign,Heavy_Exposure,No_Click,Medium_Order,Somewhat_Unsatisfied,2025-10-26,298
USER_0118,Family_Oriented,Europe,Social_Media_Promo,Heavy_Exposure,Detailed_Engagement,Large_Order,Neutral,2025-11-10,163
USER_0119,Student_Budget,North_America,Search_Engine_Ad,Medium_Exposure,Detailed_Engagement,Medium_Order,Somewhat_Satisfied,2025-11-16,140
USER_0120,Young_Professional,North_America,Video_Commercial,Light_Exposure,Quick_View,No_Purchase,Neutral,2025-11-02,26
USER_0121,Tech_Enthusiast,Europe,Social_Media_Promo,Medium_Exposure,Detailed_Engagement,Medium_Order,Very_Satisfied,2025-10-27,494
USER_0122,Senior_Conservative,Asia_Pacific,Social_Media_Promo,Medium_Exposure,No_Click,Medium_Order,Very_Satisfied,2025-11-04,297
USER_0123,Senior_Conservative,Latin_America,Social_Media_Promo,Medium_Exposure,Shared_Content,No_Purchase,Somewhat_Unsatisfied,2025-11-10,507
USER_0124,Family_Oriented,Asia_Pacific,Email_Campaign,Light_Exposure,Quick_View,Small_Order,Somewhat_Satisfied,2025-11-05,168
USER_0125,Family_Oriented,Europe,Search_Engine_Ad,Heavy_Exposure,Quick_View,No_Purchase,Somewhat_Unsatisfied,2025-11-12,536
USER_0126,Tech_Enthusiast,Europe,Email_Campaign,Medium_Exposure,Quick_View,No_Purchase,Neutral,2025-11-17,320
USER_0127,Student_Budget,Latin_America,Social_Media_Promo,Light_Exposure,Quick_View,Medium_Order,Somewhat_Unsatisfied,2025-11-05,38
USER_0128,Senior_Conservative,Europe,Search_Engine_Ad,Medium_Exposure,Detailed_Engagement,Large_Order,Very_Satisfied,2025-10-25,368
USER_0129,Student_Budget,Asia_Pacific,Social_Media_Promo,Medium_Exposure,No_Click,Small_Order,Somewhat_Satisfied,2025-11-14,441
USER_0130,Young_Professional,Latin_America,Search_Engine_Ad,Light_Exposure,Detailed_Engagement,Small_Order,Very_Satisfied,2025-10-21,389
USER_0131,Family_Oriented,Asia_Pacific,Video_Commercial,Medium_Exposure,Detailed_Engagement,No_Purchase,Somewhat_Satisfied,2025-10-23,593
USER_0132,Tech_Enthusiast,Europe,Email_Campaign,Medium_Exposure,No_Click,No_Purchase,Very_Unsatisfied,2025-11-02,515
USER_0133,Senior_Conservative,North_America,Social_Media_Promo,Heavy_Exposure,Detailed_Engagement,Large_Order,Very_Satisfied,2025-10-21,499
USER_0134,Student_Budget,Europe,Video_Commercial,Heavy_Exposure,Detailed_Engagement,Medium_Order,Somewhat_Satisfied,2025-10-25,338
USER_0135,Tech_Enthusiast,Asia_Pacific,Search_Engine_Ad,Light_Exposure,Quick_View,No_Purchase,Very_Unsatisfied,2025-11-17,341
USER_0136,Young_Professional,North_America,Video_Commercial,Medium_Exposure,Quick_View,No_Purchase,Very_Unsatisfied,2025-10-23,185
USER_0137,Student_Budget,North_America,Social_Media_Promo,Medium_Exposure,No_Click,Small_Order,Somewhat_Satisfied,2025-10-20,358
USER_0138,Tech_Enthusiast,Europe,Email_Campaign,Medium_Exposure,Detailed_Engagement,Medium_Order,Somewhat_Satisfied,2025-11-03,177
USER_0139,Young_Professional,North_America,Social_Media_Promo,Light_Exposure,No_Click,Small_Order,Somewhat_Unsatisfied,2025-10-23,431
USER_0140,Young_Professional,Asia_Pacific,Video_Commercial,Medium_Exposure,Shared_Content,No_Purchase,Neutral,2025-10-29,560
USER_0141,Young_Professional,Asia_Pacific,Video_Commercial,Medium_Exposure,No_Click,No_Purchase,Somewhat_Unsatisfied,2025-11-02,242
USER_0142,Student_Budget,North_America,Email_Campaign,Medium_Exposure,Detailed_Engagement,No_Purchase,Neutral,2025-11-09,242
USER_0143,Tech_Enthusiast,North_America,Email_Campaign,Heavy_Exposure,No_Click,Small_Order,Somewhat_Satisfied,2025-11-01,333
USER_0144,Family_Oriented,Asia_Pacific,Social_Media_Promo,Medium_Exposure,Quick_View,Small_Order,Very_Unsatisfied,2025-11-01,279
USER_0145,Tech_Enthusiast,Latin_America,Email_Campaign,Light_Exposure,Detailed_Engagement,No_Purchase,Very_Unsatisfied,2025-11-13,88
USER_0146,Tech_Enthusiast,North_America,Social_Media_Promo,Light_Exposure,Quick_View,Medium_Order,Somewhat_Unsatisfied,2025-11-10,48
USER_0147,Student_Budget,Asia_Pacific,Social_Media_Promo,Heavy_Exposure,Detailed_Engagement,Small_Order,Somewhat_Unsatisfied,2025-11-16,391
USER_0148,Young_Professional,Europe,Video_Commercial,Medium_Exposure,Detailed_Engagement,Small_Order,Neutral,2025-11-16,516
USER_0149,Family_Oriented,Asia_Pacific,Social_Media_Promo,Light_Exposure,No_Click,No_Purchase,Very_Unsatisfied,2025-11-04,501
USER_0150,Student_Budget,Latin_America,Social_Media_Promo,Heavy_Exposure,Detailed_Engagement,Medium_Order,Very_Satisfied,2025-10-30,208
USER_0151,Student_Budget,North_America,Social_Media_Promo,Heavy_Exposure,Detailed_Engagement,Medium_Order,Somewhat_Satisfied,2025-11-05,464
USER_0152,Young_Professional,Europe,Search_Engine_Ad,Light_Exposure,Quick_View,No_Purchase,Somewhat_Unsatisfied,2025-10-29,395
USER_0153,Senior_Conservative,North_America,Search_Engine_Ad,Light_Exposure,No_Click,No_Purchase,Somewhat_Unsatisfied,2025-11-13,553
USER_0154,Senior_Conservative,Asia_Pacific,Video_Commercial,Heavy_Exposure,Shared_Content,Medium_Order,Somewhat_Unsatisfied,2025-11-07,55
USER_0155,Young_Professional,Europe,Email_Campaign,Medium_Exposure,Quick_View,No_Purchase,Very_Unsatisfied,2025-11-17,234
USER_0156,Young_Professional,North_America,Social_Media_Promo,Light_Exposure,Quick_View,No_Purchase,Somewhat_Unsatisfied,2025-11-05,131
USER_0157,Tech_Enthusiast,North_America,Social_Media_Promo,Light_Exposure,Detailed_Engagement,Medium_Order,Very_Unsatisfied,2025-11-13,82
USER_0158,Young_Professional,Europe,Email_Campaign,Heavy_Exposure,Detailed_Engagement,Medium_Order,Neutral,2025-10-23,392
USER_0159,Young_Professional,Asia_Pacific,Search_Engine_Ad,Heavy_Exposure,Quick_View,Small_Order,Somewhat_Satisfied,2025-11-09,23
USER_0160,Young_Professional,North_America,Social_Media_Promo,Light_Exposure,Detailed_Engagement,Small_Order,Very_Satisfied,2025-11-15,318
USER_0161,Senior_Conservative,Europe,Email_Campaign,Medium_Exposure,No_Click,Large_Order,Very_Satisfied,2025-11-16,44
USER_0162,Young_Professional,Europe,Social_Media_Promo,Heavy_Exposure,No_Click,Medium_Order,Somewhat_Satisfied,2025-10-26,413
USER_0163,Student_Budget,Asia_Pacific,Video_Commercial,Medium_Exposure,Detailed_Engagement,Medium_Order,Somewhat_Satisfied,2025-10-24,126
USER_0164,Family_Oriented,Europe,Email_Campaign,Heavy_Exposure,Quick_View,Large_Order,Neutral,2025-10-21,277
USER_0165,Family_Oriented,Europe,Video_Commercial,Light_Exposure,Shared_Content,Medium_Order,Somewhat_Satisfied,2025-11-09,535
USER_0166,Tech_Enthusiast,North_America,Video_Commercial,Medium_Exposure,Quick_View,Medium_Order,Somewhat_Satisfied,2025-10-26,240
USER_0167,Family_Oriented,Europe,Social_Media_Promo,Light_Exposure,Shared_Content,Small_Order,Somewhat_Satisfied,2025-11-18,433
USER_0168,Student_Budget,North_America,Social_Media_Promo,Light_Exposure,Detailed_Engagement,Small_Order,Neutral,2025-10-21,370
USER_0169,Family_Oriented,North_America,Email_Campaign,Medium_Exposure,No_Click,No_Purchase,Very_Unsatisfied,2025-11-14,213
USER_0170,Student_Budget,Asia_Pacific,Video_Commercial,Medium_Exposure,Shared_Content,Small_Order,Somewhat_Unsatisfied,2025-11-01,343
USER_0171,Young_Professional,Europe,Video_Commercial,Light_Exposure,Quick_View,No_Purchase,Somewhat_Satisfied,2025-11-14,170
USER_0172,Student_Budget,North_America,Social_Media_Promo,Heavy_Exposure,Shared_Content,No_Purchase,Somewhat_Satisfied,2025-11-01,194
USER_0173,Student_Budget,North_America,Search_Engine_Ad,Light_Exposure,Quick_View,No_Purchase,Very_Unsatisfied,2025-10-30,345
USER_0174,Tech_Enthusiast,Asia_Pacific,Social_Media_Promo,Light_Exposure,Detailed_Engagement,No_Purchase,Very_Unsatisfied,2025-11-04,95
USER_0175,Family_Oriented,Europe,Video_Commercial,Light_Exposure,No_Click,No_Purchase,Neutral,2025-11-04,597
USER_0176,Young_Professional,Asia_Pacific,Video_Commercial,Medium_Exposure,Shared_Content,Large_Order,Somewhat_Satisfied,2025-11-10,229
USER_0177,Young_Professional,Europe,Search_Engine_Ad,Heavy_Exposure,Shared_Content,Medium_Order,Somewhat_Unsatisfied,2025-11-10,333
USER_0178,Senior_Conservative,Asia_Pacific,Video_Commercial,Medium_Exposure,Shared_Content,Large_Order,Neutral,2025-11-06,340
USER_0179,Family_Oriented,North_America,Email_Campaign,Light_Exposure,Quick_View,Small_Order,Somewhat_Satisfied,2025-10-31,482
USER_0180,Student_Budget,Europe,Search_Engine_Ad,Light_Exposure,Quick_View,No_Purchase,Somewhat_Unsatisfied,2025-11-17,12
USER_0181,Student_Budget,Latin_America,Video_Commercial,Heavy_Exposure,Shared_Content,Small_Order,Somewhat_Unsatisfied,2025-11-03,302
USER_0182,Young_Professional,Europe,Search_Engine_Ad,Medium_Exposure,Detailed_Engagement,Medium_Order,Somewhat_Satisfied,2025-10-29,416
USER_0183,Family_Oriented,Asia_Pacific,Social_Media_Promo,Heavy_Exposure,Detailed_Engagement,Small_Order,Neutral,2025-11-06,479
USER_0184,Young_Professional,North_America,Email_Campaign,Medium_Exposure,Quick_View,Medium_Order,Somewhat_Satisfied,2025-11-11,153
USER_0185,Young_Professional,Asia_Pacific,Search_Engine_Ad,Heavy_Exposure,Detailed_Engagement,Medium_Order,Somewhat_Unsatisfied,2025-11-07,595
USER_0186,Senior_Conservative,North_America,Social_Media_Promo,Heavy_Exposure,No_Click,Small_Order,Somewhat_Satisfied,2025-10-28,394
USER_0187,Family_Oriented,Europe,Social_Media_Promo,Light_Exposure,Detailed_Engagement,Medium_Order,Somewhat_Satisfied,2025-10-24,530
USER_0188,Student_Budget,North_America,Search_Engine_Ad,Heavy_Exposure,Detailed_Engagement,Medium_Order,Neutral,2025-11-15,59
USER_0189,Senior_Conservative,Asia_Pacific,Email_Campaign,Heavy_Exposure,Detailed_Engagement,No_Purchase,Somewhat_Unsatisfied,2025-11-14,570
USER_0190,Senior_Conservative,Asia_Pacific,Social_Media_Promo,Light_Exposure,No_Click,No_Purchase,Somewhat_Unsatisfied,2025-11-08,599
USER_0191,Student_Budget,North_America,Social_Media_Promo,Light_Exposure,Quick_View,Small_Order,Somewhat_Satisfied,2025-10-21,176
USER_0192,Senior_Conservative,North_America,Search_Engine_Ad,Heavy_Exposure,Detailed_Engagement,Small_Order,Very_Satisfied,2025-11-06,45
USER_0193,Young_Professional,Asia_Pacific,Social_Media_Promo,Light_Exposure,No_Click,No_Purchase,Very_Unsatisfied,2025-11-02,526
USER_0194,Young_Professional,Europe,Social_Media_Promo,Medium_Exposure,Detailed_Engagement,Small_Order,Somewhat_Satisfied,2025-10-28,139
