region,time_of_day,weather_type,weather_intensity,special_event,road_conditions,order_density,traffic_flow,region_encoded,weather_encoded
urban,10.829744260343714,sunny,0.32285711657906513,0,0.8446075879159727,0.7099078881445847,0.8097351731006686,0,0
urban,23.639751747381002,sunny,1.4635267886230008,0,0.7171026659279197,0.6987314436631508,0.9321272601950978,0,0
urban,18.52829943143977,sunny,0.2565354440990672,0,0.35685833627237407,0.924004111785075,1.0,0,0
rural,0.6520181094134356,sunny,1.1788065028200192,0,0.5142147035078539,0.1,0.5027499755097351,2,0
suburban,1.5649101902518092,snowy,0.2657024996236536,0,0.4663230154578404,0.24962776631705463,0.5798260057195996,1,2
urban,11.134353043495986,sunny,0.9817100940501913,0,0.685428462231789,0.8525937280254651,0.6776037670491081,0,0
urban,21.821284940677444,sunny,1.3746751943563507,0,1.0,0.8243890941620451,1.0,0,0
urban,12.928843150865141,sunny,0.24681385680010892,0,0.7476342612279256,0.6807026628980863,0.9675362186237445,0,0
urban,11.947500192822964,sunny,0.06181508730450815,0,0.531845622020275,0.7607273761574183,0.9130203847910622,0,0
suburban,2.531368798959134,rainy,0.14038193897663728,1,0.7020115791684414,0.2628537978912314,1.0,1,1
suburban,15.762722513383057,sunny,0.931396672432166,0,0.6295824505092238,0.32240177530381076,0.8374798552707303,1,0
rural,19.730475854405412,rainy,1.8934361533710882,0,0.19692080189538186,0.20190532729866303,0.4152581418678131,2,1
urban,9.130080180181496,sunny,0.04604060995765256,0,0.8161135374071229,0.7229186369385912,1.0,0,0
urban,18.61468442220786,sunny,1.3248277749529014,0,0.9418461294447875,1.0,1.0,0,0
suburban,23.14743969361948,rainy,0.4175153909322173,0,0.5698880835863296,0.5191450715957353,0.5550852780801352,1,1
suburban,4.890395019064538,sunny,0.6511004066337759,0,1.0,0.36621687539474995,0.8692499209610447,1,0
suburban,12.559911148673791,sunny,2.6430991847557532,1,0.8816045325072382,0.3501364502850788,1.0,1,0
suburban,6.891310994029813,sunny,0.4034244487742304,0,0.5585120910375624,0.6194214483013992,0.854366025691908,1,0
urban,19.028506056812144,rainy,0.6261185135472468,1,0.9541355790855188,0.9301102063024094,1.0,0,1
suburban,13.86224078114778,sunny,0.013776881677615843,0,0.7653989026540194,0.30016550328553737,0.7889269687882348,1,0
urban,15.229978021207291,rainy,0.08512085969485157,0,0.5074388412970974,0.7294683276084152,0.8885932683160241,0,1
urban,19.149939830781456,sunny,0.2992036464560498,0,1.0,0.8495765573015511,1.0,0,0
urban,9.503291343898917,rainy,0.02824747045872233,0,1.0,0.8644388453538183,0.9590507772396214,0,1
urban,21.962161641769036,sunny,0.9979762963455646,0,0.6933949472560879,0.7321505269512779,1.0,0,0
suburban,12.792692813907358,rainy,0.5558201249895719,1,0.4325239104280091,0.4694500536946347,0.7147824608062969,1,1
urban,3.790915748048352,sunny,0.7943943957336257,0,0.6655250085092675,0.5402618938954857,0.7955090659846064,0,0
suburban,16.701578836051258,snowy,0.1919443306061396,0,0.7469741802004701,0.5110418046946119,0.8095473450292102,1,2
rural,19.038272410518104,sunny,0.35088037838894287,0,0.9555713310061027,0.41971785314619126,0.9097347541862616,2,0
urban,7.60228024962064,sunny,1.090121859148712,0,0.8140974661727147,1.0,1.0,0,0
urban,20.572302167970072,sunny,3.3610940858995066,0,0.720344641694354,0.9000820497768415,1.0,0,0
suburban,21.747438114378394,sunny,0.05173209970347977,0,0.9996023540608855,0.4218327927653112,0.9228500355494125,1,0
urban,6.645707697067414,sunny,2.210774856810118,0,0.6374327053896955,0.7152372787503116,0.8327384375666037,0,0
urban,23.60451534516533,snowy,0.8601022914022198,0,0.4761327219722714,0.8818594618343214,0.6422315345927914,0,2
urban,3.377076673170202,snowy,0.8299285727291361,0,0.2274231539651762,0.6921936378007616,0.47149005817663625,0,2
urban,4.848376041659759,sunny,0.6937044061968387,0,0.7862045916021786,0.6851409936762654,0.9987784671764375,0,0
rural,4.421396141712627,snowy,0.07191938444906126,1,0.641327794817379,0.1,0.907494393089488,2,2
rural,21.45575304018889,sunny,0.09417536086475614,0,0.6888295634694378,0.2534049021927949,0.836230406946438,2,0
suburban,15.703021255799085,sunny,0.918573349211753,0,0.624522696507558,0.5822988592003322,0.8263986445891099,1,0
rural,3.650502797334549,rainy,0.41696888065219995,0,0.8438801420404789,0.10415418405638943,0.6332790552170554,2,1
rural,10.567762040840375,rainy,2.4921496157845495,0,0.1,0.19263071538025356,0.1,2,1
urban,14.76715260167525,snowy,0.5218706247737461,0,0.29101823710338526,0.8458317939125443,0.5930373155880563,0,2
rural,2.003138039745199,sunny,0.15464583755069372,0,1.0,0.1,0.8938184040728213,2,0
suburban,21.17799284177613,rainy,1.2542800359175763,0,0.5192855021555933,0.6794524848392212,0.5819665512496669,1,1
rural,19.286484850596842,sunny,0.3472246269556979,0,0.22297726026139264,0.45448414624182587,0.5659036790679127,2,0
rural,12.124962565839319,sunny,0.7454310861900855,0,0.5869482521579192,0.3604097426355567,0.7957657051872906,2,0
urban,23.211038766220092,sunny,1.1967747244569955,0,0.3376021324875891,0.9361006704769774,0.8705300267069926,0,0
urban,10.026263502602394,snowy,2.305229698904294,0,0.1,0.8064791350123381,0.33664976130383834,0,2
urban,23.618647656875947,rainy,1.571136827786808,0,0.1,0.8765437494375017,0.4853504605148184,0,1
urban,16.03007997128705,rainy,1.1281267916175997,0,0.3341640469759316,0.9477720295302076,0.6414992713985433,0,1
rural,15.232110558094595,sunny,1.1382886346791263,0,0.4716116361677376,0.32454986817943127,0.573250519800048,2,0
rural,3.98291748709884,sunny,2.917376724309139,1,0.7119810513592877,0.1,1.0,2,0
urban,21.166266199311455,sunny,0.35072709252368095,0,0.374975748223495,0.6295378041822884,0.5984900194369036,0,0
suburban,10.259752510094764,sunny,0.001112713031782865,0,0.716582370634408,0.4916866474278506,0.9290652599103493,1,0
urban,3.8936017387795046,sunny,0.31739181432433117,0,0.6170167443759345,0.6823423184562312,0.894637774975873,0,0
urban,0.302580479418217,rainy,0.24576164734957565,0,0.9266620988328463,0.694563342756763,0.8124672756421407,0,1
urban,13.434136407321182,sunny,1.0842201100590398,1,0.982271372349125,0.850436506571841,1.0,0,0
urban,12.657590930944231,sunny,1.0043342770903525,0,0.8570691206020565,0.7458700905037761,0.9587133867674913,0,0
rural,17.264486936859804,sunny,0.9000763550100638,0,0.6346772438677575,0.402317843105241,0.9051245220597276,2,0
urban,21.366193272427253,sunny,0.016376814174340518,0,1.0,0.7504784901995265,0.9538124570318368,0,0
suburban,1.9057580314327085,sunny,1.3048178060225275,0,0.3893929444320358,0.26956551289460484,0.6104323309987603,1,0
suburban,17.555915768168695,snowy,0.3908677880144847,1,0.2238543800800251,0.7687071032809987,0.7083733649112864,1,2
urban,4.497886658341973,rainy,1.0937918924881511,0,0.3551058122757417,0.6618556356977924,0.6953169164343619,0,1
rural,20.596249275771935,rainy,0.8132343327851879,0,0.9068373219486674,0.498567641101484,0.6426115302508675,2,1
rural,19.657524332679746,sunny,0.4196617940023343,0,0.6595322186259824,0.3123529201841093,0.7902098499295432,2,0
urban,12.979050119653065,sunny,0.1445360273752324,0,0.6633509513581436,0.7783268210843539,0.8886976438963772,0,0
urban,17.045827166959477,sunny,0.09917843930890066,0,0.4116179287776381,1.0,0.8548470748327213,0,0
urban,7.544402716409961,rainy,1.7809283369620303,0,0.3549074159654666,1.0,0.5667634974808681,0,1
urban,11.30802957438755,rainy,2.505895895916186,1,0.13886648209101493,0.7171706239651602,0.6366448468730803,0,1
urban,19.71928554505132,sunny,1.0492167271152297,0,0.857815040279982,0.8120198558746056,1.0,0,0
suburban,11.022364732157133,sunny,0.1091834971264241,0,0.5741558654305274,0.54508123363318,0.8586945180252176,1,0
suburban,8.587158367810602,sunny,0.5142100392583,1,0.5586586463253989,0.8209686063574488,1.0,1,0
urban,11.861098734007196,rainy,1.3054121294104903,0,0.1,0.8457541934004782,0.5343969745311079,0,1
urban,19.87798205849324,snowy,1.5133139002905691,0,0.1,0.8433747609348535,0.3440580102737094,0,2
rural,8.044993136900946,sunny,0.12581112477879058,0,0.48391853414429964,0.4228103317753557,0.8279495686319679,2,0
urban,4.170278235257851,sunny,3.0719317215809496e-05,0,0.46451669895014225,0.6636870158395403,0.8959627708966573,0,0
urban,17.08833648793874,sunny,1.2452707658526183,0,0.6152618566178647,1.0,1.0,0,0
urban,19.823477104993962,sunny,0.44098272074788175,1,0.6021687649631567,0.6904160836996043,1.0,0,0
rural,2.4152994845648,sunny,0.293675103666677,0,0.5924042942356089,0.1,0.6501279542705245,2,0
urban,5.756978706142673,sunny,0.012981364284835387,0,0.7932889193680522,0.843354161047253,0.9942685149394404,0,0
suburban,3.4073277542638536,rainy,0.7771798856802494,0,0.482655594725981,0.2777425072775147,0.3838648084546963,1,1
suburban,8.350593877971999,rainy,1.904821132251279,0,0.1,0.631803121601459,0.40806873083878337,1,1
urban,10.808423493729904,sunny,3.161353569773724,0,0.7366025856622964,0.8478037815192284,0.9477545153704694,0,0
suburban,17.971832087119356,rainy,0.8341232460949946,0,0.25145761795057514,0.6560391869201173,0.5589629427977384,1,1
urban,15.627542037160179,sunny,0.7224963399222758,1,0.7210557247819356,0.8139821358518211,1.0,0,0
suburban,14.902285619482349,sunny,0.08889283909093013,0,0.7301204985689267,0.5238498925673054,0.7165154112610599,1,0
suburban,8.456998718631706,sunny,0.7960059427533637,0,0.3993906281285038,0.8885577081695045,0.7659205751547757,1,0
suburban,20.19474127403424,sunny,0.4780020579081002,0,0.8991387508740724,0.6781684786466852,0.9850264627069933,1,0
urban,11.31089201755595,sunny,0.9342899525391647,0,0.5237132589546009,0.6635323674099458,0.8758878950801934,0,0
rural,23.49851851236371,sunny,0.4922105442611789,0,0.718061959841287,0.29475261439369504,0.7918297223148953,2,0
urban,15.219411319097684,sunny,0.27483050666339476,0,0.9328823481070541,0.7723664704955783,1.0,0,0
urban,3.0303537975480657,snowy,0.0997819661049211,0,0.8352443684903132,0.6433749685960962,0.8734512072858324,0,2
urban,16.228261489810414,sunny,0.3782173888125585,0,0.7068666777137671,0.821566877093362,0.9788415908380582,0,0
suburban,7.8024963703607755,sunny,0.10163948538341305,0,0.6275001994235863,0.764745375726338,1.0,1,0
suburban,16.471852720466337,sunny,0.1946738745078903,0,0.8895023817151134,0.45590978113891445,0.9630528312716184,1,0
urban,1.6713875558977378,rainy,4.36900447855589,0,0.1,0.48835491448159524,0.1,0,1
suburban,4.197154492223025,sunny,0.5871732555080489,0,0.576326995991174,0.3987861582406509,0.7795682857993279,1,0
urban,20.537694213738874,rainy,0.7590130174021007,0,0.31331736537903165,0.845920418159953,0.47698496115921807,0,1
suburban,5.452309368564357,sunny,2.068450396125348,0,0.2855289636608003,0.5917768197795137,0.5872779783350499,1,0
urban,20.08898700583056,sunny,5.419107529487681,0,0.7308063683367174,0.7689603863524487,0.9684982433068059,0,0
suburban,6.70262612290585,sunny,0.8739845177801425,0,0.6834604509963202,0.43431645313055695,0.8025852111416866,1,0
urban,15.429165841408985,sunny,1.6738368222200386,0,0.9272382749285084,0.6921684933370773,1.0,0,0
rural,16.659613764235942,sunny,0.3959223221762986,0,0.7718110186960733,0.33589175837406593,0.9771342767750565,2,0
urban,12.30371407548127,sunny,0.3649144491201648,0,0.966845838834538,0.6960206775471766,1.0,0,0
urban,7.327456240721551,sunny,0.5153420089544921,0,0.5605271544167658,1.0,1.0,0,0
urban,5.103465032906307,sunny,1.1162894002554693,0,0.9276300661935236,0.669235741890656,0.9812908879916793,0,0
rural,0.7965445094982293,sunny,1.146306874356436,0,0.5942167241790689,0.12736601192125016,0.5951749254995586,2,0
rural,7.294713629777371,snowy,0.37868604145736356,1,0.6661761916297726,0.7566854707213787,1.0,2,2
urban,15.675906972750791,sunny,0.14295845855094444,0,0.40824832149386125,0.8599089759263809,0.740796840003545,0,0
suburban,22.519315642763583,rainy,1.0007497048351262,0,0.4468021484226999,0.517567371249178,0.6896706254540529,1,1
rural,20.908907574313247,rainy,0.13733962008519934,0,0.26186052568525814,0.20315163530381042,0.6172608845017534,2,1
suburban,18.38555463684726,sunny,0.8639177276277925,1,0.646572502811649,0.6618230811432296,1.0,1,0
suburban,18.922736238079167,sunny,1.1822834875439825,0,0.7880707987755826,0.8770050108917586,1.0,1,0
urban,15.959637683423885,sunny,1.2060132058448962,0,0.5958062897537808,0.9506147240774947,0.7215012916724381,0,0
urban,6.246884581584072,rainy,1.4002801505590126,0,0.1,0.7561150009521829,0.44559226530811824,0,1
rural,21.77268073693992,rainy,2.0624618878984484,0,0.25048512748965224,0.18609384923836486,0.1,2,1
rural,16.097575485740016,rainy,0.6930651678526561,0,0.47138789167481837,0.1,0.47921655325282997,2,1
suburban,13.450575143530559,snowy,1.3102566703241108,0,0.1,0.40192351563374623,0.26735496137858017,1,2
urban,2.6637472611235458,rainy,0.9654093803239628,0,0.4187563701336664,0.588634315750096,0.6171846279233976,0,1
urban,10.72933305135421,sunny,0.20658138899841824,0,1.0,0.9599123240836734,1.0,0,0
suburban,11.048598508846231,sunny,0.026025386330002308,0,0.9307005699563087,0.5673133692232969,1.0,1,0
rural,20.74952662854408,rainy,0.3348315232754807,0,0.8320652766549238,0.3305085404706753,0.7048226520548146,2,1
rural,13.119557284506923,sunny,0.5852505549570333,0,0.7871092637984728,0.2599880338698869,0.8637515546436836,2,0
suburban,9.129613175289832,sunny,0.9599969453743118,0,0.7332970545154294,0.4416834282744044,0.8420461719783764,1,0
suburban,23.443207884255823,rainy,1.8968488916563409,0,0.1,0.6405647597507964,0.1,1,1
urban,2.657294239831576,sunny,0.21846167430754426,0,0.5642039307073735,0.6200738540758389,0.7198420826533978,0,0
urban,10.141162279486672,snowy,0.13415992141991448,1,0.5368051566495478,0.5897399308078979,1.0,0,2
rural,1.008592204113727,rainy,3.3098937849849777,0,0.1,0.1,0.1,2,1
suburban,17.75769889840633,sunny,0.11433910210774867,0,0.46851684195691323,0.7141783968228373,0.8480325615853279,1,0
urban,22.033837252779616,snowy,0.6510288812117676,0,0.1,0.7453735990822535,0.416656221094251,0,2
urban,6.720895909211746,sunny,0.8808360648239414,0,0.6923352328605255,0.8562910660285086,0.9197897901480467,0,0
suburban,20.6002002431789,sunny,0.7795211336363259,0,0.8637531941697631,0.4892555118205751,1.0,1,0
urban,7.013237531085546,sunny,0.0899598908963053,0,0.9213549037248657,1.0,1.0,0,0
urban,21.858483879453964,sunny,0.05871753758696237,0,0.7829568924158482,0.9313473161325238,0.9598543942988568,0,0
suburban,18.095085686322815,sunny,0.11147184905131151,0,0.5073207317602861,0.7303538910213312,0.8712084240861357,1,0
suburban,19.317762644194527,sunny,0.8808938680938833,0,0.313586968296008,0.686419952588735,0.8077000810532207,1,0
suburban,0.432157334410908,sunny,0.786019088162905,0,0.34862626011969955,0.23286924086289137,0.5636944415587413,1,0
urban,23.107448569776622,sunny,0.26623477488612957,0,0.44620348454910025,0.8089198196612571,0.8714148171551609,0,0
suburban,17.44010380968776,rainy,1.015487344158388,0,0.21758185714534867,0.7718796404597233,0.4826102164972979,1,1
urban,7.3140262892672,rainy,1.7151735098465684,0,0.15349824744771223,1.0,0.49029735719271494,0,1
urban,19.905471956612327,sunny,0.042468098446434205,0,0.4971671563746063,0.844459199507313,0.8691739381991647,0,0
suburban,6.756508761958319,sunny,0.6894140444876165,0,0.7677951787336522,0.5433835240088877,0.9183299114014164,1,0
suburban,20.94609214958707,sunny,1.1689609749009922,0,0.6535452994401054,0.424688266937942,0.7129062452406743,1,0
rural,2.7019293698864884,sunny,0.2907694027815587,0,0.7021091423482051,0.1,0.6287150185319962,2,0
suburban,16.888463459059096,rainy,0.36783831643820264,0,0.8176986156027801,0.7503171790905712,0.9731566671465824,1,1
suburban,12.976763439477848,rainy,0.950980274077799,0,0.17865957093658624,0.45160156603994467,0.4088086052325087,1,1
urban,2.3168272846905795,sunny,2.2821482888279534,0,0.7837409156584736,0.6699212438671986,0.9429762136334852,0,0
urban,5.805451878212136,sunny,1.6603334980387972,0,0.6972053543047853,0.6392358689476804,0.8400133596975662,0,0
urban,0.29769687065555495,sunny,0.8749813819698303,0,0.6333027438060609,0.5720387280095323,0.9148053933266483,0,0
urban,11.25043117114814,rainy,1.3101548342128917,0,0.48400481390932454,0.7872800616017558,0.5069739791987123,0,1
rural,7.230366258240009,sunny,0.4538507446871991,0,0.8758028309114014,0.6472815069927833,0.9309454604723072,2,0
urban,14.360579623146212,snowy,1.0243368730946447,0,0.1,0.5277545859008062,0.472058282421626,0,2
rural,7.1337073850068125,rainy,0.6276995561461796,0,0.4752580163845612,0.6166140613078331,0.7668442836333651,2,1
suburban,7.198058676167633,sunny,0.21064219054411348,0,0.756242336516813,0.6850258544632107,0.8556287618430202,1,0
suburban,17.83663676955848,sunny,1.2097839023553798,0,0.645398650395483,0.8324345711194925,1.0,1,0
suburban,1.1554280634804828,snowy,0.8129777450083195,0,0.41051539395339987,0.1963670803161837,0.4918449020439127,1,2
suburban,21.669479884607693,sunny,0.4441356404862513,0,0.7562384035820551,0.4144517304074419,0.7225380543741808,1,0
urban,20.454332985388355,sunny,2.422937314568569,0,1.0,0.7726372389606733,1.0,0,0
urban,16.027312397433757,sunny,0.02115634333969269,0,0.3939441728140424,0.6947670530396806,0.7277078635891753,0,0
suburban,14.237317682577224,rainy,0.37946576612332916,0,0.5616730722135217,0.4524465553264645,0.7279168909769999,1,1
urban,21.415259955351654,rainy,0.058563233077621187,0,0.5007305277742753,0.6806624231456685,0.7884926666718526,0,1
urban,4.447924308689147,rainy,1.4546901946764357,0,0.38441443268487807,0.4166829548301272,0.39525998960671666,0,1
suburban,1.8952598925798867,rainy,1.211022441777346,0,0.1,0.40179570524293595,0.22717488555879684,1,1
urban,5.7482440778289146,rainy,0.40249784290157004,0,0.6485131891745062,0.6703951307176073,0.8790303693764067,0,1
rural,19.069878688804565,snowy,1.1259718787702626,0,0.1,0.2821319112392016,0.18383246090260466,2,2
rural,0.8320864014355998,sunny,0.504077156308529,0,0.5531676267757971,0.17528910814937848,0.5629772936146328,2,0
rural,13.987364042003751,sunny,1.4116277237787305,0,0.4107003592918625,0.23850558974839567,0.6725678555560123,2,0
urban,23.890500388591438,rainy,0.6054727384638724,0,0.42534298922063696,0.7174834100254462,0.8245720957209111,0,1
urban,20.536706252100945,rainy,0.5315041718826617,0,0.7574488544933865,0.8226238088667422,0.8082065403744041,0,1
rural,12.514696537046147,rainy,2.7292214715342706,0,0.1,0.4117933822727152,0.1,2,1
urban,1.5273818228794163,sunny,0.28885489312475476,0,0.8255360835748948,0.48306847349135307,0.9824689931637184,0,0
rural,19.952964345257037,rainy,0.1283418416641144,0,0.9944258118940207,0.2849852167982561,0.9390659651936692,2,1
rural,14.375484196253053,rainy,0.8783764324276201,1,0.48923818723622914,0.12675054050326723,0.7269243216425796,2,1
rural,2.758391929429604,sunny,3.4842033747681964,0,0.5882400855875318,0.1,0.5561913625156052,2,0
urban,2.252574835760549,sunny,0.4745567208171341,1,0.7934504430365579,0.6034204684538075,0.9776515611836298,0,0
urban,21.831043666478216,sunny,0.06404452437809836,1,0.5911407707371416,0.7145375358244934,1.0,0,0
