weather,traffic,delay_decision,maintenance_flag,accident_risk,profit
0,0.44215411378658276,0,0,0.1972347757390778,11.018470471395378
0,0.05684057071238846,1,0,0.23737870697710667,4.2118840495152305
0,0.9784944646717908,0,0,0.27823464805643755,8.784101217786002
1,0.5884335564164248,0,1,0.18126450695682778,7.230614706508657
1,0.5569520916641753,0,1,0.1540977918701708,7.154429916040952
0,0.6557962798997199,0,0,0.205889961076735,12.681179931747131
0,0.49702364777720665,1,0,0.32216187632011356,4.253975672719395
0,0.03206351709454158,0,0,0.0,12.827566620562653
0,0.6123112888403968,0,0,0.13823914770561752,11.205377063806159
1,0.7161738769564306,0,0,0.15218969904848148,5.881415223640224
1,0.41674906062405315,0,0,0.1182804162928377,9.73227874990708
1,0.7572955720711929,0,1,0.18575413231845334,5.220850633516637
0,0.22700129933842061,0,0,0.03964508725834672,9.727472415051704
0,0.22127659106618403,1,0,0.2193952780537921,6.2338704994711485
1,0.16141698768757395,1,0,0.15293035161730292,1.230185804850373
1,0.37199475978916186,1,0,0.20704574929848524,4.866662074135541
0,0.8470120353890835,0,0,0.22942319024950955,9.37541076165514
1,0.8279120621490643,0,1,0.24964481938288785,4.793482805321185
0,0.3828242079635038,0,1,0.0409474889799944,13.197489183094754
0,0.5891187359802366,0,0,0.16381907752137553,7.8150072650386315
0,0.7208163164749156,0,0,0.14025200201513036,5.418389154656808
0,0.24120677462802298,1,1,0.11214396910836852,10.907260189936132
0,0.16814108589474708,0,0,0.029261145432725677,11.788129450944162
0,0.972095993212311,1,0,0.3566584530407908,6.398815700576843
1,0.6175573132096185,0,0,0.19477690111636262,4.762894057239388
0,0.9814157218336639,0,0,0.2806356117029241,8.439098308517277
0,0.3377559871322291,0,0,0.07986871188112876,6.840293717660481
2,0.7030316999741315,0,0,0.3660034939220776,1.621686079978022
0,0.22260363654123771,0,0,0.10017573122064845,7.391199063859252
0,0.26120017127391293,1,0,0.1993524093922162,6.928943252290979
1,0.511902121269624,1,0,0.19030928287853932,5.324462653983126
0,0.3196181255080712,0,0,0.12158630006752001,6.932059227109898
0,0.16762156384058446,0,0,0.09277214376367514,10.707648211427438
0,0.262880701989326,1,0,0.2076625626249769,6.738196019775498
0,0.03574839446586464,1,0,0.1771522167570334,7.9504870291948535
2,0.7044236214774866,0,0,0.37561450724896883,1.5106344112858061
1,0.4921166570858616,1,0,0.19352216596928634,4.859853477579258
1,0.09424306640452562,0,0,0.05801380895948753,5.1442763990282145
1,0.1716939931284912,0,0,0.11012717870391042,2.7544783773231343
1,0.10253453811264401,0,0,0.05708716657877868,3.635438656699078
0,0.6125928082758765,0,0,0.22048973950826756,7.2305494415923395
1,0.0942103636124938,0,0,0.07335099755712703,3.1881450439972245
0,0.7542823330352161,0,0,0.10311033455086566,12.275862453700988
1,0.020510919320391174,0,0,0.09607362982396293,6.065748635909468
1,0.2493757879958921,1,0,0.19401999625641195,5.286385191414889
0,0.8906666758919072,1,0,0.23964779352211713,7.65695436284155
0,0.718531318122246,0,0,0.1810917706101093,8.564100118633084
0,0.07296833292568772,0,1,0.0,17.073063309746733
0,0.8211261044851798,0,1,0.2018817851767436,14.240236190323714
1,0.4930351215402048,0,0,0.1468149753007327,8.609265155067778
1,0.8467830271688292,0,0,0.17316933719367755,3.80426809086702
0,0.6007397744503934,0,1,0.16069035773822168,11.580410863296684
0,0.6818330320328587,0,0,0.2092928897063842,4.828591999438702
0,0.9935015603957081,0,0,0.23691207522787372,10.89819623420728
0,0.23233554592401817,0,0,0.0341872372079856,4.614258539500795
0,0.6239455747613883,1,1,0.18266542527544802,5.900763525522187
0,0.46032139005739836,0,0,0.09919138252617775,11.624717409515226
2,0.039451952922691436,0,1,0.1952152507477577,4.208677950386336
0,0.014470641502865034,0,0,0.0,7.042849994997795
0,0.11922857781785867,0,1,0.021483974735417584,10.168725567986849
1,0.6490917405385481,0,1,0.1173041285691053,6.832814798062085
0,0.5671630879133922,1,1,0.2652095684714493,6.287894345798149
2,0.5534295611637274,0,0,0.3223227401165115,1.6068579671452838
2,0.031856762528260085,1,1,0.28313186676283547,2.44510796473339
0,0.46930299636000705,0,1,0.06759259908550047,11.749082381967924
0,0.9246228178425285,0,0,0.17337465419324263,8.30462263042904
0,0.3975918693106466,0,0,0.11324457506830471,12.133353067403105
0,0.6249224697884563,0,0,0.21384261325401288,7.9767376384347335
0,0.7798186756231436,0,0,0.24470826668221715,7.062705155995511
1,0.7839252791418876,1,0,0.2852556772725927,5.431774636665
0,0.5192800823952713,0,0,0.11081882624662638,11.754295435981446
0,0.8579519454023363,0,0,0.16875643283510797,7.409730935922744
0,0.39137809336374696,1,0,0.22144428853642137,4.6979439004300945
2,0.8886932147847983,0,0,0.38456620154292626,5.4522401879418485
0,0.2402271663955453,0,0,0.171705008927897,8.421036005727196
0,0.28021640699057104,0,1,0.062209819279057936,9.508892914599706
0,0.0531206241990011,0,0,0.09131242453015714,8.765005729062873
2,0.7955818365422829,0,1,0.27009296791324566,5.482477931182072
0,0.4170552362327056,0,0,0.13549609749299732,13.20437421510093
1,0.22911661391139904,0,0,0.10282724555912309,6.31735529411919
1,0.23179027761657967,0,0,0.08933152913109703,11.120791880453526
0,0.9013999412292332,0,0,0.22918904840235035,7.057472514344171
1,0.8339166004610369,0,0,0.22309424347321272,4.6496419793563994
0,0.5535308853571833,0,0,0.18475801772615244,9.868111045231133
1,0.6161108004157211,1,0,0.3316780622538323,0.7125940424026656
1,0.474325570550291,0,1,0.0,8.32042463889859
0,0.39166654287880887,1,0,0.28402018428269615,4.690849165798908
0,0.9154768812183315,0,0,0.1475549704277675,5.731309076574084
1,0.12561270352030207,0,1,0.04056068175589803,3.1905085023718205
0,0.41844678971622795,0,1,0.2014708063976693,7.740652900055968
0,0.34456190798787534,1,1,0.16678536717628598,7.500940454252102
0,0.49815072025114837,0,1,0.10863110102096178,6.408571701115404
0,0.45763187454517507,1,0,0.22601338921301162,6.5490757312872585
1,0.5188895316510814,1,1,0.23714102369346315,3.465715250574863
0,0.1399189772269941,0,1,0.04609422307738591,9.295962083868654
0,0.5131415015132771,0,0,0.11882593806370187,7.196898531872379
0,0.24241881388721087,0,0,0.09276611001820113,9.738344968155019
1,0.18433134898819126,0,0,0.030944444608777613,6.467772766427619
0,0.06483421878619122,0,0,0.05701977269562251,11.507328500898016
1,0.7626525587561409,1,0,0.28156190240539136,0.16189174062685918
0,0.42744192085655996,0,0,0.14231543175084782,9.089406412619944
2,0.6266436833117583,0,0,0.2898330418052547,0.13764949893499168
0,0.7275933433047433,0,0,0.1847970841566387,8.047475346149376
0,0.6793166653135535,1,0,0.2863019718221179,3.51942424868573
0,0.4705007190896823,0,0,0.14802102871576933,6.981273303985595
2,0.3878985289517298,1,0,0.3912938915756381,-0.13804343148232195
1,0.3759599096406637,1,0,0.21648359866408345,2.136878611393774
0,0.6400487969300563,0,0,0.13867507643942645,11.82398905555281
1,0.4947943549418734,0,0,0.1530625346208536,8.133829315897884
1,0.8491322479885106,0,0,0.210883558317914,6.922436088764319
0,0.8747019843267121,0,0,0.27617267897070297,9.360529490024286
0,0.17056037800651846,1,0,0.2416491506468217,6.32733460375407
0,0.13623365154572564,0,0,0.008642708537294055,12.540450385574552
0,0.6304009260359995,0,0,0.20693791262808747,7.7564111306286625
1,0.3012257480622794,0,0,0.1511323576669513,10.029685011620263
2,0.01857071876509886,0,0,0.1364225789598128,2.024236395369087
1,0.8886426693629551,0,1,0.20670217481822672,3.088731415738784
0,0.22690076724380825,0,0,0.1401778993370767,6.088628469415191
0,0.9292806516858091,1,1,0.2383737984432323,3.651276333974405
1,0.7174344508782536,0,0,0.1816698090195988,2.287929863450648
1,0.7626534899114843,0,0,0.21184669477330798,5.733419492571985
1,0.20146149579316042,1,1,0.168815202163596,5.357122154429009
1,0.23419442561681292,1,0,0.14741691460098244,3.88893950541437
1,0.5212677538240658,0,1,0.16210388565559378,2.9325870971989882
0,0.17209985264986216,0,0,0.0,9.060641034562474
0,0.3054316926830323,0,1,0.12727361598288145,10.66478297270517
1,0.32146247794780447,0,0,0.1418058689790568,5.181695491440231
1,0.1596299332527641,1,1,0.10083741109341263,2.5965379844836027
0,0.20518283339516075,0,0,0.13425685881438615,5.898376468949914
0,0.7885518420082566,1,0,0.2553204162215448,5.111949189399772
1,0.16719585454726837,0,1,0.03918597362914744,5.28138696905817
0,0.028457391843922486,0,0,0.06761672205921426,9.286319913837456
0,0.6293549426289384,0,0,0.18767772922373843,9.451336971569773
0,0.97598311939245,0,1,0.1532107460227227,8.209371407126206
1,0.3312138146231214,0,0,0.09143890430674542,6.638103158317371
1,0.1186557031962523,0,0,0.08006838394679122,7.303463227441542
0,0.5703873253675308,0,0,0.12774027792517725,6.518459873666065
1,0.9063542110956462,1,0,0.34484348193295966,6.013334738766208
0,0.7840617798284788,0,0,0.1761060575543668,7.10829632453058
0,0.622515868412716,1,0,0.3245031749864054,6.437087099520452
1,0.3150564966075994,0,0,0.19114554685006666,3.198867091439012
1,0.54188017327622,1,0,0.24350282592238104,3.27226261997093
1,0.09124484130425536,1,0,0.21426190630935632,3.579368658670702
1,0.67894542428067,0,0,0.17517385777730402,8.916807768523798
0,0.7250960188976509,1,0,0.248197643942463,5.5491808385432435
0,0.9650316229099188,0,0,0.22172043755422566,10.825175597954916
0,0.26039735874507164,1,0,0.206357958786825,6.930052868499956
0,0.018456419043022643,0,0,0.0,13.70421403642549
0,0.5456084644271506,0,0,0.19040453095770496,4.916565151777734
2,0.7067905043968145,0,1,0.29565914332618104,3.5990652180784934
0,0.790407475882988,0,0,0.25810869305005535,2.5893408299100953
1,0.1937389330248106,0,1,0.06915466429353004,6.330623745803648
1,0.26175286903702366,1,0,0.20834798966559914,5.375201023438144
1,0.5125909252672963,1,0,0.23472643828598616,6.013422251113218
0,0.33060080997000185,0,0,0.19226324807914974,9.939143122573308
0,0.860511486587445,1,1,0.3805959316592907,4.374108127622152
0,0.47376015373872027,1,0,0.22779456049475347,7.267901191224843
0,0.799578644102003,0,0,0.26203040250552817,12.936508492591017
1,0.5806197604823538,0,0,0.1307864691482056,6.104465627999824
0,0.773090141617112,0,0,0.17523373063896938,10.520203026136434
0,0.33267298653032384,1,0,0.19722234973113983,5.563516623120811
1,0.8314166219303112,1,0,0.35051745876637974,4.336715937280756
0,0.2745723155510216,0,0,0.05116879839325141,11.402761529544367
2,0.5460988080032908,0,1,0.3367179729508699,1.0852288830423518
2,0.21400711317387422,1,0,0.38969503550342627,1.4370519591797701
2,0.47552652162619335,1,1,0.3781810645966827,1.6241192678032172
0,0.31817520950870315,1,1,0.14894430860160618,8.288330963723833
0,0.26670343063721424,0,1,0.09481506562027993,9.159187591491735
2,0.9669850180280375,0,1,0.1975288605404543,5.877953631285823
0,0.16007410548673062,0,1,0.05405988927197108,7.697670273390925
2,0.7873258374573953,0,0,0.36547127087461634,2.0957259267658768
2,0.9841649594832149,1,0,0.4025222136357482,0.0026273081474708915
1,0.01990148374007783,0,0,0.07429294588462401,8.748402317775412
0,0.699027414042095,1,0,0.31935006910222263,3.512248993478212
0,0.2529118055562871,0,0,0.007895723869548496,10.419024494860484
1,0.040487824328304445,1,0,0.09875899398305686,3.2252619600184307
0,0.4028895789566308,0,0,0.23379737338387374,8.348526349060112
0,0.935217810170875,0,1,0.1777258847290517,9.362779624389622
0,0.011765094366997686,0,0,0.10113432184831891,6.6340727438570735
2,0.5878856919297817,0,0,0.3739172346004401,4.536783042942057
1,0.5013964785953243,1,0,0.2699761364188283,3.6958535946474123
0,0.8733841643710475,0,0,0.27553890043367346,6.078496757868635
0,0.08400171452062566,0,1,0.0,9.317641594333143
1,0.6815260298866503,1,0,0.27477873539329717,5.790163063175976
2,0.6801096984332773,1,0,0.28199200332795904,1.5757658459226367
0,0.6690800168622832,0,0,0.09651132014409428,7.298149951813196
0,0.942334494935037,1,0,0.31116617413776004,3.943660419235741
1,0.8230875290068804,0,0,0.18134828385156707,6.798797694116691
1,0.04197272624350601,0,0,0.060465059705825185,8.005870404615955
1,0.47108285070451317,0,0,0.14318404456075318,6.580258516123543
1,0.3979530562013335,0,0,0.1362777327393283,5.326851677792803
0,0.31014722109080206,0,1,0.07076492664969437,11.05324762872583
0,0.4513367251540973,0,0,0.156913481260968,8.120910252984865
1,0.38419418492597746,0,0,0.0788866031145974,4.659524391193407
1,0.43233389987866533,1,0,0.20022716400754298,6.571411807400889
1,0.9792618656086425,0,0,0.2440084701569909,6.025524527205519
2,0.08863297474958076,1,1,0.26665944741626996,-0.7028574028165864
0,0.9222308698387298,1,0,0.280349805702931,6.025712027732899
0,0.4802367134710267,0,1,0.1501253117448579,8.853586392041693
1,0.6237422454995412,0,0,0.21098848297744952,4.612257149486364
1,0.8301829666176939,0,1,0.12305075905538236,6.482693682414903
1,0.36046302914925554,1,0,0.21167430518401684,1.4495502366128517
1,0.4304219080879669,0,0,0.23656136415744916,6.85478935187693
1,0.40951848027871396,0,0,0.13993254794745688,5.868217270613036
0,0.37473102253575985,1,0,0.24473050226715526,2.823247335606529
0,0.9255293216468949,0,0,0.20465908677282255,7.906422893978579
0,0.8289298911930121,0,0,0.20013037281218532,7.1672240618116065
0,0.1089999898629761,0,1,0.09736629726176535,3.240257012768237
0,0.10812335247709604,1,0,0.17728939186004603,6.270056436353662
0,0.4278695148529912,1,0,0.2320274920269542,8.217335753273371
0,0.09865737673280905,0,1,0.020113529643385097,9.623461788915352
0,0.6190930952711197,0,0,0.30108775847498315,9.007586042448096
0,0.1436916072617339,1,1,0.130728696609741,6.971160461875416
0,0.5223732639668011,1,0,0.21297081783268018,5.383491875754483
0,0.007219947003717753,1,0,0.11867644431998164,5.587385487086575
1,0.3165963484126467,0,0,0.15235706980193456,3.215553932811036
0,0.6771907236726554,1,1,0.16401408840219225,8.539418145174745
0,0.48403894022784844,0,1,0.11933693711878118,10.506801921568048
0,0.9782694859989881,0,1,0.1594630208173255,8.167712452526406
1,0.8741037960662108,1,0,0.23188228139064176,-0.9035890775388151
0,0.3590707790431512,0,1,0.022810544962950506,10.761683546379473
1,0.0454865414722746,1,0,0.16047399877838792,1.906653850023131
0,0.8456263001150188,0,0,0.2888836296976446,7.976695709409472
0,0.9112343103146714,1,1,0.3279133326602661,2.2941994945262874
0,0.8206273934190368,0,0,0.19944096737526973,8.588470230925362
0,0.12794994091976486,0,0,0.12419934167485762,8.743771104482786
1,0.9979151344122877,0,0,0.2317440354205048,0.3266133373317901
1,0.25858422155277383,0,0,0.0283912650732603,10.008787268286714
2,0.7242049128083701,1,0,0.4458953643433078,-1.2185518772366606
0,0.9080348763357216,0,0,0.15631027551680504,8.230973631424483
0,0.23568711433070944,0,1,0.086707838240395,10.375691236403457
1,0.9082585546770661,0,0,0.27194571538575707,4.723099080532075
0,0.30948157919486696,1,0,0.16789781886246027,7.384777422372589
0,0.9764132223840561,0,0,0.25256251981809436,5.6907346674205534
0,0.2812600203804746,0,1,0.06305446578566698,9.211201156038701
0,0.9534358247578352,0,0,0.2842853340399291,3.907082955491831
2,0.053544650892674905,1,0,0.24845551747934255,0.5370615217866845
1,0.709272011669813,0,0,0.22182877851237165,8.115505544821024
1,0.5321111338370037,0,0,0.09058376421712526,3.263356844275412
0,0.47787707712273064,1,0,0.28443485230818966,5.023024610415231
0,0.22349431425584,0,0,0.1478337329178253,4.569467323865558
0,0.705595789776492,0,0,0.15763958827330377,8.754776854691144
0,0.1908094914463071,1,1,0.1991183416163384,7.339402460327886
0,0.5528417959847682,0,0,0.08186671104601423,10.112017796291099
1,0.2532453630402508,0,1,0.10562824486857758,4.9512378915557695
1,0.9556213797813561,0,0,0.3130470878644033,0.20728374958024176
0,0.028631193835652824,1,0,0.17301699847470714,4.13274625409204
2,0.19972828011123656,0,0,0.23016936697077928,5.671596122911602
1,0.24231060638744772,0,1,0.0640831122824857,8.24529327794852
0,0.4140678257678164,0,0,0.10262564671700694,8.996315930643274
1,0.23273024187005353,1,1,0.27777738233214794,3.1023673705919474
0,0.49134909026878526,0,0,0.11894325353204249,6.993216441118873
0,0.872465523258539,0,0,0.2903631631345737,10.258360502744786
0,0.7120634214091708,0,0,0.15535131341062705,7.318890448193064
1,0.579961980535111,0,0,0.2458328100822047,5.907889045165543
0,0.08900317798267965,1,0,0.2684170646842944,3.196860814652939
0,0.6939921083892756,0,0,0.20809796222882232,7.978802885483513
0,0.16641428431093985,1,0,0.1976157202905455,8.915948781637756
0,0.786367385961698,0,0,0.1594445259531107,6.8305775973353455
1,0.2500567585101532,1,0,0.14622797122361642,5.328891071618411
1,0.4170487283209009,0,0,0.1483054759224616,3.6520238482499767
0,0.3504702023179279,0,0,0.19300366432264163,6.652148622883517
0,0.8588139146748568,1,0,0.29435265847751985,5.627228183733834
0,0.12654445871340814,1,0,0.28570535263239094,7.6576374035687405
0,0.5656448823847886,0,1,0.08262167949546582,8.742655279373901
0,0.14206160944306223,0,0,0.089881918926111,10.518095216873931
0,0.7047958361321867,0,1,0.15255999054662012,11.067790641100212
0,0.9050781277944812,1,0,0.3259389067971204,3.850191577805508
1,0.4346076538672534,0,0,0.0347301549571392,3.6718275690227404
1,0.4880922602649759,0,0,0.11666479703145037,5.355650640978197
0,0.9274228364827622,0,0,0.2454665319116961,10.582444746168713
0,0.5209913886493571,1,0,0.24939902293086072,4.379493591003459
1,0.48759843804956093,0,0,0.1793298205800513,7.595260912641081
0,0.5783291027043042,0,0,0.2035076161404534,7.8469380094171886
1,0.6892297363629519,0,0,0.17584202421364492,9.105687972738682
1,0.10688337508703138,0,0,0.023255156401633968,11.304802855764171
0,0.821110527741516,0,0,0.2916379908174739,9.729821101064207
0,0.43550502745325925,1,0,0.16932788896486928,3.3521712655279416
1,0.07234850989748554,1,1,0.08470434080788969,-0.484091910218976
0,0.7861826691982131,0,0,0.1647385376409526,8.804446158190544
0,0.3769499716862721,1,0,0.2627128754273598,7.711597012827673
2,0.10036749509505394,0,1,0.2359245977430403,4.114623229366048
0,0.6337790395432505,0,0,0.1680711391331029,7.208245002120633
0,0.8801313534336417,1,0,0.33751510870347395,2.327907746232545
1,0.8877535094139863,0,0,0.24898929293225477,6.8676675794052535
0,0.9576634748089732,0,0,0.33173289989123766,11.063333706805995
0,0.867705459766688,1,0,0.23486241984267875,4.780988924204298
2,0.002140919345475223,0,0,0.2376392788254415,4.749311063569693
0,0.38024116641339023,1,0,0.2448744706796532,11.246872317951887
2,0.818542579905503,1,0,0.44516653971880954,-0.9407731228253694
2,0.3662530059984742,0,0,0.2895619379857096,2.3445331499180986
0,0.6015485063797061,0,0,0.20735115006743715,9.46065487781732
0,0.606316947374532,0,1,0.15042152509904655,8.227924799726845
0,0.36502530403882305,0,1,0.18093009110357955,11.2310252436496
0,0.9044739272812876,0,0,0.23726886484594178,7.29383422960397
0,0.5032283453861176,1,1,0.20199092824173986,6.321974503864301
1,0.4647842059375008,0,0,0.13389190190401143,3.043975942969427
0,0.9975137456618959,0,0,0.27715169098967357,7.31161943883815
0,0.49350036407261666,0,0,0.14709715974022597,6.808063403208678
1,0.17839825192858105,0,0,0.08634010763895456,7.001407134688492
0,0.513069422863438,1,0,0.25350537757300046,2.643492603039513
1,0.81401673551993,0,0,0.20607291862948135,7.311191840101263
0,0.7768603268982814,1,0,0.2749384252720359,4.058146528982143
0,0.788581765108471,0,0,0.22862167993153976,11.739283960937906
1,0.7080237839979118,0,0,0.17735237854875147,8.322695758380972
1,0.2542178290666882,0,1,0.08152754095435985,7.419070610010786
1,0.8620840858402314,0,1,0.17795519861444614,2.5003787485388984
1,0.8934434653762651,0,0,0.2093599492588007,4.069342689394528
1,0.19415269661854906,0,0,0.16707205957546306,3.870844936461177
0,0.13045563655139392,1,0,0.17097549803293,5.089943155091852
0,0.975604968589112,0,1,0.22626214444591275,11.343473916158995
1,0.8683239636503679,1,0,0.2886656474304685,2.3853872384944967
1,0.8932361472099467,0,1,0.07737026288543036,5.065310260219324
2,0.8863763846243952,0,0,0.34892531854102665,0.7127784911533004
0,0.5416868240337284,0,1,0.0014649294867559864,8.924605056053588
0,0.6464017366657997,0,0,0.16743720399219753,9.725741353567201
1,0.5453628521336417,1,0,0.332504921153681,-0.9142201434179551
0,0.05120634919032907,0,0,0.014977018734233273,10.076541070004716
2,0.7455030853527727,0,1,0.1937984241908451,4.296706272403423
1,0.5053320333358803,0,1,0.1760792562178024,2.120636629222767
0,0.6477090747902298,0,0,0.15577407679183336,5.918753535316329
1,0.5026398049755353,1,0,0.24974104188667265,2.906656978268669
1,0.49181132232245595,0,1,0.13777626292104506,8.779755191387439
0,0.17178910947776682,1,1,0.16051646014501084,9.121324567131992
2,0.27871371514114895,0,0,0.2932683640088233,1.4369135251281193
0,0.1588526919439558,1,0,0.22679198786606233,9.004240965741085
1,0.19566629562534243,1,0,0.10182752749559577,3.546126379132773
0,0.9729773804203049,0,1,0.12387808907706004,8.352561547316297
1,0.15311344577219843,0,0,0.13918117228588175,6.0745816271401205
0,0.26927042430520765,1,0,0.1647671277064572,8.360792804626396
0,0.590589657738585,0,0,0.13448563929953902,7.706118495299459
2,0.6101785762366418,1,0,0.35889358913911246,-0.6672473107780503
0,0.15397412974382907,0,0,0.06054743148139172,7.019285327827038
0,0.7937174257852123,0,0,0.19127768197281894,9.171831572904974
2,0.785202867912825,1,0,0.41016753919830706,1.5853380663393857
2,0.2373177042038911,0,0,0.19480940359699098,5.430774317922169
0,0.28866630267546045,0,1,0.07366641514387738,6.677507700928648
1,0.937987865459497,0,0,0.1972141097474779,4.656494133459093
0,0.8256714459794781,0,0,0.18481867634698254,11.012386437902538
0,0.6977970330625238,1,0,0.18024548927380074,7.022374431466243
0,0.08223322151060053,1,1,0.21335665642867135,6.361356250610275
1,0.4182640809025757,1,0,0.28074401765425017,2.7751142434848326
1,0.559301872076827,0,0,0.1371200717490183,6.985956519693863
1,0.18741128798377693,0,1,0.0,7.571831863608032
1,0.4482265821082245,1,0,0.2401897562833012,1.9277101031317645
0,0.60102587748869,0,0,0.1693784960178553,10.407091064028965
0,0.3273766801153992,0,0,0.0516770075473475,7.180813840147675
0,0.7809448189504872,1,1,0.12866215234397949,9.614951629472165
0,0.8404495816388055,0,0,0.19178612095192765,6.673802608703327
0,0.32360946943407076,0,1,0.0,11.095779884081951
1,0.8386571544924571,0,0,0.22630042823466853,4.860070672196632
0,0.10357656610301502,0,0,0.07961939155363673,8.410289267291583
0,0.8377290986226563,0,0,0.16888518480743586,11.364060366740155
0,0.1527504316676166,1,0,0.15382087295075067,8.25524523858269
1,0.08292715250972604,0,0,0.15473751510084938,5.644197218729181
1,0.6417754044410112,0,0,0.21711150720175038,8.75345070170151
0,0.4719373657552943,1,0,0.22177483461561365,8.185299709173545
0,0.9078906004128328,0,1,0.29617608642936555,6.01963677869619
1,0.3631891960908492,0,1,0.012790968619587603,2.3769756608838524
