order_id,order_volume,order_priority,order_deadline,vehicle_capacity,vehicle_speed,vehicle_cost_per_km,distance,traffic_condition,weather_condition,time_estimate,delay_risk,overload_risk,base_reward
14,5.045056067243831,3,1,5.635583502860237,45.54911608578311,0.9877749830401206,147.2732047759225,4,3,4.526596878367209,3.526596878367209,0.0,0.6827206733028408
15,6.738017242196918,1,3,9.722149251619493,35.97971229691508,1.5698671808344926,153.353084480295,4,1,5.967093802771207,0.9890312675904024,0.0,0.41366077581036514
16,6.051494778125466,3,14,9.937955963643908,56.1366414690997,1.1413115275378245,9.956729715098561,3,3,0.23057575748903664,0.0,0.0,8.088173776144442
17,1.97102284293974,3,7,9.753702231821118,58.163778598819185,1.5432741296391912,32.16963360914576,3,3,0.7190131848266563,0.0,0.0,1.9744676334691544
18,6.439756413500355,1,15,12.555511385430487,41.43990827458112,0.6154698647431895,61.50153331818476,1,1,1.6325250095087733,0.0,0.0,2.5738475208670764
19,2.4509915852860398,3,2,11.243540481337932,44.781684291885696,0.6582413897454059,94.0242412441675,2,2,2.5195365309974567,0.25976826549872833,0.0,1.590061549853991
20,2.9659639349515023,1,20,13.925589984899778,56.96711209578254,1.7111602327460937,179.73780348508117,2,1,3.7861382865863282,0.0,0.0,0.3240858864774532
21,3.8620312747467747,2,1,7.721322493846353,62.38450602706811,0.5007805654929738,73.75092698516296,3,2,1.5368592489794177,0.5368592489794177,0.0,2.6362248829410415
22,3.743031323422261,3,6,10.107473025775658,50.87055015743895,0.8331617157060953,28.373746630068148,3,1,0.7250928190265437,0.0,0.0,4.05845483022832
23,4.038536542632651,2,15,6.682910421729305,40.938210978653515,1.3371530030260117,83.74805335631795,3,1,2.6594339801507916,0.0,0.0,0.8850813786034317
24,1.5840302239808342,3,20,7.468760628386012,64.81521364198942,1.568405884886663,33.87695134091298,3,3,0.6794706715994885,0.0,0.0,1.847308504512052
25,9.979664365440478,3,17,14.766149558326529,50.551850665911566,0.5495760993508225,72.28889336520318,1,3,1.5729944928671904,0.0,0.0,2.4552983446965184
26,6.709162102312274,3,2,10.309345833171363,52.38915822865458,1.3293396336069918,120.57586115648174,2,3,2.7618507011750073,0.38092535058750365,0.0,0.6200155743150854
27,1.7276799369944373,3,17,12.282163486118595,48.389156635962664,1.4484587458903693,128.53829359837448,2,1,3.187613982993336,0.0,0.0,0.534238217351594
28,5.821972156672826,2,16,12.983451249845512,37.53587719827147,1.262298165111078,140.68349732422197,4,2,5.247163805804987,0.0,0.0,0.5599589466159111
29,8.72522924332348,3,4,5.165878289278561,55.60465291496405,0.8397436627969069,130.8086941298427,2,3,2.8229729838592004,0.0,0.6890117720024715,0.9021543921340966
30,2.569297861044923,2,1,8.975720210875224,55.887567526374006,1.756565158860992,136.75957282265975,1,1,2.6917530456828955,1.6917530456828955,0.0,0.41454712047083847
31,7.616945073166949,1,18,14.246936182785628,73.86696766904905,0.8869124415727334,133.69688897666492,3,2,2.352959125767535,0.0,0.0,0.8362781877822377
32,8.354999801810942,2,20,10.296505783560065,42.092614545022585,0.6396541517088488,179.95707280089871,1,1,4.702791266844609,0.0,0.0,0.8612501189998402
33,9.103762514469974,3,23,8.390297910487007,47.46047873063304,1.588933518305359,179.93650069075252,3,1,4.92867870603669,0.0,0.0850344781072922,0.3485448323309811
34,8.983777818386056,3,1,11.420316461542878,34.206998249752445,0.7424430711419207,180.21806676278047,4,2,7.375838465151457,6.375838465151457,0.0,0.7418306550296494
35,6.457861536936309,3,3,8.72282766561743,77.00667212288892,1.960495755132976,60.36459007380581,4,1,1.0974429068751934,0.0,0.0,0.8379102603236503
36,3.748274743099541,2,2,11.918951976926932,62.59806297513003,0.8364039641908396,143.8749481627695,2,1,2.7580715694656006,0.3790357847328003,0.0,0.8241469994686109
37,3.135241787471201,3,21,6.788227092213289,48.32343922914299,1.6162557845848435,145.5832852291652,3,3,3.916490088805114,0.0,0.0,0.4231911691003395
38,3.772547126671503,3,16,5.936747678280925,48.38579015297168,0.8978035515225882,52.577980458921296,4,3,1.5212973149714908,0.0,0.0,2.0744866165303226
39,9.75709499277201,2,13,9.867421529594552,75.3049393859277,1.151591548265643,73.26528950046176,3,1,1.2647892306570103,0.0,0.0,1.1713485131148986
40,6.805930258275083,1,15,9.925176938188638,39.76214938990223,1.583678172892258,59.75061067596688,4,1,2.103781013598755,0.0,0.0,1.0457435639139991
41,1.2188436978830846,1,17,5.4360377175443375,79.72752553986706,1.2049167709864144,59.51426665036792,1,1,0.8211178369341109,0.0,0.0,1.3753315958863663
42,8.95144620039633,3,9,14.530718470239531,46.53751523352568,1.329147450253235,116.59703148831348,2,3,3.006530045359624,0.0,0.0,0.641129836502285
43,9.82298425344441,2,20,7.944488920695857,49.25488643009626,1.7767050072752855,66.79979100547413,1,2,1.491827013149362,0.0,0.23645263420973037,0.8355369006196791
44,2.5254347201748324,2,10,14.36154774160781,64.80148983374865,1.3550917551340476,23.949416285299865,4,3,0.517413764489683,0.0,0.0,2.989209859767477
45,6.535065040292528,2,22,8.58646781296164,42.70818245348694,0.9429358826284081,67.8973990265271,1,3,1.7487782115410984,0.0,0.0,1.5379198622826824
46,8.63802815432207,3,9,12.024840839871093,47.97455756098776,0.94038776639674,162.82542531831015,1,3,3.7333948858715327,0.0,0.0,0.6488491057284999
47,8.291020552112627,3,13,5.815941804002404,30.25924313869934,1.4418416224229542,42.88342093484824,3,3,1.8423609262058693,0.0,0.4255680045503427,1.5915684758830215
48,1.638468252999349,2,14,12.95792669436101,74.50026709087831,1.0069927352773038,78.23867576478908,1,2,1.1551977825299011,0.0,0.0,1.2533562041413873
49,1.845837458567821,2,23,11.720261352951994,46.4076333737366,0.7325624250916163,196.45897322055356,2,2,5.079999791544688,0.0,0.0,0.6900432058209435
50,8.55040151862427,1,22,7.50251360515864,31.94173672147116,0.9548982720098342,109.73107330334781,3,3,4.465956141904548,0.0,0.1396715779022532,0.9453403073135505
51,3.939861176164368,1,8,12.699935530986108,40.791051374842155,1.4343357137285004,21.64275567378476,1,3,0.5836336754939885,0.0,0.0,3.1208086168670706
52,1.4651354905174694,2,20,9.113539050566786,64.97561053835969,0.707529638626702,30.885357337379112,2,1,0.5704052412554764,0.0,0.0,4.375926055066782
53,9.72583180402743,2,10,8.22956472941246,69.75930973843518,0.9062483768931113,90.59942703759904,2,3,1.5584918034992816,0.0,0.18181606486030955,1.2032885823973234
54,1.7061074320803935,3,5,6.8433367433137,34.04364833085988,1.1424717124101615,139.25748064924645,1,3,4.499612592206035,0.0,0.0,0.6246184659293161
55,1.5237423595759925,2,1,9.423522297311045,41.98936795787016,0.6408099351219376,40.65886943592493,4,1,1.355638819508018,0.355638819508018,0.0,3.696228084406295
56,9.411525976057387,1,1,14.54865280663194,66.89484583478843,1.331531078767101,124.28554551569869,3,2,2.4153013158808085,1.4153013158808085,0.0,0.6006364349827273
57,4.776400561850109,1,12,10.660372104940762,37.93232238212455,0.6802469717084633,71.66653500969831,1,1,2.078258950678378,0.0,0.0,2.0100121352371443
58,1.8261915923209768,3,15,5.407288023189701,72.77302920055035,1.5554867890700355,97.46389667202841,1,1,1.4732145620017763,0.0,0.0,0.6552916610562419
59,1.8805074458590134,3,16,13.069129770507795,47.31521605447004,1.197010719409417,131.70586811533886,4,1,3.8970172967022636,0.0,0.0,0.6303050572842142
60,1.4325303177733035,3,22,11.350936508676437,32.265200488602225,1.0619189219397067,127.04268356427609,2,1,4.724942599720871,0.0,0.0,0.7357862852506815
61,5.528226327220789,3,1,10.393774484000625,64.19818846990705,1.4237767465848707,189.05886288934764,4,3,4.122895277164352,3.1228952771643517,0.0,0.3701268916922163
62,9.498264374126506,1,20,10.75474177875879,49.4084963103261,1.4649323276635298,94.35931364584575,3,3,2.4827128307882287,0.0,0.0,0.7182359660501021
63,5.910551103843415,3,5,11.259396701015728,71.02134218856341,1.477227157786682,45.30345017596535,4,1,0.8930390259023407,0.0,0.0,1.4722447934146103
64,3.465650145890204,3,12,6.0077800137742665,30.911091282577488,0.6416644411338925,138.18632081618958,2,3,5.364533508815042,0.0,0.0,1.1152095269539248
65,1.6406978361420608,2,8,8.85396620965565,64.08068344863949,1.01093685419636,55.835433006001104,4,3,1.2198622424346377,0.0,0.0,1.7407623011768558
66,5.464337088640655,3,21,8.483366044531973,76.83240759278536,0.5587794900134694,86.49947618453785,3,2,1.4635662549569552,0.0,0.0,2.0269941627887964
67,9.708224963682227,3,4,6.774395437797228,67.53073758204292,1.710252108900896,198.1485026901313,4,1,4.107876112402321,0.026969028100580328,0.4330762136375917,0.2942181185645454
68,4.713559092202838,1,18,7.500164492161047,59.02720061719549,1.8006749108145832,114.56400496803585,2,1,2.3290416032637333,0.0,0.0,0.4824100524787628
69,3.1473717381130615,2,23,12.508710677914973,67.72714370423412,0.6546858032538989,180.9978168025155,1,3,2.9397016852243247,0.0,0.0,0.8368431855920985
70,5.547271352030714,3,16,8.896180862192034,44.881758725465545,0.6499773307427951,15.429632865736936,2,3,0.41254086213824653,0.0,0.0,9.067077855744946
71,9.626873471948786,1,19,5.912866767861336,45.965681879520744,1.9250929505762073,190.36839365282344,1,1,4.555686426385918,0.0,0.6281228463111125,0.27212598367308866
72,6.160940993109575,3,15,5.832844111952596,34.58520736292405,1.4036613888516785,112.97209520743115,1,1,3.593134585666621,0.0,0.056249897110167334,0.626666274053035
73,2.9145510552180607,1,21,12.915790437258485,69.48090713972769,0.6368091545730356,101.41195941700339,1,2,1.6055224370396861,0.0,0.0,1.524853647392242
74,1.5180288401497986,1,5,12.370355567910089,57.295788508249444,1.558747225818042,193.8871290749563,2,2,4.060761897996194,0.0,0.0,0.329792434883643
75,7.1922700915753515,3,12,13.668687053108414,71.92403818819926,1.1391372125704118,48.402401426350956,4,1,0.9421517993689267,0.0,0.0,1.7813570658923454
76,4.569864417588267,3,2,5.813487806418998,34.241885704259595,1.9799593677517633,77.98280517244346,2,3,2.7328917284275365,0.36644586421376824,0.0,0.6434891086281791
77,4.335779323602019,3,20,7.366851936820788,75.38468531742731,1.3878331082319266,73.29255810656115,4,1,1.3611462449849145,0.0,0.0,0.9735407329342926
78,7.3736307602487985,2,19,12.771469159274368,57.92021248679025,1.1363330138704644,181.7391050934735,4,1,4.3928489935856385,0.0,0.0,0.4818902162336866
79,2.000777340755362,1,3,7.536821738731387,50.26010433907086,1.357209537807516,149.4899028775803,1,3,3.271757894810178,0.090585964936726,0.0,0.4904626545217655
80,7.904753677977146,2,9,12.44211656943298,64.05197135484545,0.8562597069387049,83.04346411004484,3,2,1.6854516896128526,0.0,0.0,1.3868322889884537
81,5.299434017922049,2,1,7.235958385194526,78.16112697203056,0.5182317120347245,194.12637120798962,4,3,3.477136656287454,2.477136656287454,0.0,0.9842283150349709
82,1.388439207555185,1,21,5.434007832981727,76.2321665111798,1.878673572917989,54.33308275790202,1,1,0.784004886243489,0.0,0.0,0.9701755735363833
83,7.258700107959828,2,18,6.662154319092529,40.84045532932456,0.9417409202591448,199.18711813072727,3,1,6.340361572414133,0.0,0.0895424753458061,0.5302714472049203
84,7.272325502774334,1,3,14.01158010490989,32.272319017072896,0.9214447843883455,190.33023939492895,2,1,7.0771575836582175,1.3590525278860726,0.0,0.5669615416954957
85,9.012374055018247,3,12,6.067560659358843,46.783003239848156,0.7545198558433484,131.13543052540115,4,1,3.924279973954008,0.0,0.4853372814851399,1.0005574492166875
86,4.494415455908849,2,18,7.65937924964239,48.01725476026341,0.889924794281394,93.38196513162205,2,2,2.3337102197412616,0.0,0.0,1.1890192722899973
87,1.2908435599868542,2,9,8.095276162863279,70.68975098534743,1.5270967588308189,36.7103031722538,2,1,0.6231789360219381,0.0,0.0,1.752535502950886
88,9.198344660444583,2,6,14.49799913291924,66.28597541941801,1.4201227939036847,86.55739207667068,1,1,1.436399339104328,0.0,0.0,0.8069583992494187
89,9.39455635018612,3,18,10.5158787254407,38.241713056850045,1.1168826748780536,156.632445328369,1,1,4.505438592802355,0.0,0.0,0.5683753741816183
90,5.323330736797192,1,15,6.504168911035282,59.70653576760675,1.0713362849465322,194.13330757384762,2,2,3.901749885395419,0.0,0.0,0.47850998150249036
91,8.579070308221379,2,13,5.635118295900013,31.84109338179957,0.7007781782009498,7.666033141264471,4,1,0.3370627468435159,0.0,0.5224294961941295,15.693194928718619
92,1.6782315431721608,2,17,10.34346275029463,67.49553747349859,1.8697486283864642,119.10415880346703,1,1,1.941084990029974,0.0,0.0,0.4470375851839397
93,7.535087596646632,2,10,13.496473906774115,42.36740508715988,1.1758162029651402,30.18608595454152,1,2,0.7837320808693778,0.0,0.0,2.7402298566105814
94,9.586459245328502,2,13,7.072276490080565,73.91103337395961,1.635498698258343,14.144811219287885,4,2,0.2679266518546601,0.0,0.35549836870409124,4.143562793072331
95,3.418052338227766,2,7,11.715731955927996,56.01538504518966,1.658477587603459,106.43188271683871,4,1,2.6600662600706344,0.0,0.0,0.5633330185503242
96,8.669633502866862,1,22,14.679737654398231,34.42041116828233,1.6877267592044494,120.04139994183903,3,1,4.533758157665211,0.0,0.0,0.4911661728079024
97,5.320413703166276,1,23,12.55137255673619,61.01547756767323,1.5561196521488354,46.528011494237596,1,3,0.8388168819443544,0.0,0.0,1.3623392978240798
98,2.2273432802809277,2,2,8.505875588065969,59.49588434273166,1.0883660676495985,90.30760979462717,1,1,1.6696679421023788,0.0,0.0,1.0071737141186954
99,9.137428250443735,3,20,10.474463068991115,52.545522370805216,1.8657069176049095,63.102093050680345,4,3,1.6812646689004398,0.0,0.0,0.8422470335830173
100,5.712420484135101,3,17,14.495206236576422,37.3536740464519,1.8898814377422415,100.96267715050995,2,1,3.243461738996463,0.0,0.0,0.5213560757505237
101,3.324199494690625,3,5,14.800325752854771,54.63090469964348,0.9931274154312624,128.51316659176152,1,1,2.587628450016502,0.0,0.0,0.7774239264508839
102,3.1613105690037377,1,19,10.372634167140701,53.0059579491786,1.3771491589237306,83.05859533750487,1,3,1.7236638748959952,0.0,0.0,0.8666707277495677
103,7.279008163272386,1,4,6.818800843991449,47.28336416619316,1.8451826148590178,97.4225198512601,4,1,2.8845563380890287,0.0,0.06749094596104241,0.5532125775829384
104,7.008019646689244,3,18,11.019353955409603,41.19245329531603,1.7326859552666738,72.29111242536541,2,3,2.1059521337201517,0.0,0.0,0.792030304738703
105,4.128572930344152,3,22,5.887025337570556,36.03179355503004,1.1911681520490887,45.23507508912954,1,3,1.3809632463076817,0.0,0.0,1.8220717491635467
106,4.278428749432679,1,14,8.300995133101555,46.07913823400145,0.6384358793431191,98.82335184097717,4,3,3.0025017367898306,0.0,0.0,1.5602480371508667
107,7.190062453864747,3,11,14.208724005318132,33.05389799274319,0.9153164722208056,162.20924955964696,3,2,6.3796416529704585,0.0,0.0,0.6690180507235749
108,7.734337213452926,1,20,7.093493233367103,48.5236051395691,1.226784477786532,125.5596804484077,3,1,3.3638799943540123,0.0,0.09034250953695913,0.6450170270213574
109,4.320222756127952,2,2,12.474709381337565,31.834160144529896,0.8786554165160312,144.10316924748773,4,1,6.337356978495593,2.1686784892477964,0.0,0.7835944767408972
110,9.056861539184794,3,14,12.496162320085874,31.523607636679706,1.8008224716120849,74.05860080465946,3,2,3.0540978099865033,0.0,0.0,0.7442337187580281
111,4.574474492536742,2,23,8.772841631046226,31.00355988888632,0.9831187483747674,46.23236136432621,1,1,1.6403147794324344,0.0,0.0,2.1527644150815473
112,3.9474761696012317,2,12,7.332164115498012,47.14634321391301,1.2109549121458343,74.24533913946443,1,1,1.7322631509904651,0.0,0.0,1.1000161268045268
113,6.839405562624184,3,18,5.869202880874237,56.85532709092739,1.3802616770313187,150.36069746594436,2,3,3.1735432050293406,0.0,0.1653039946721746,0.47953096092190717
114,4.884935916067114,2,19,8.787726259512894,46.87234169359591,1.8494710957175184,123.4732683472467,2,2,3.161094937079706,0.0,0.0,0.43599535650437826
115,3.199178399181891,1,13,8.30348481280914,76.68459118799373,0.5113015447011121,48.939895553943,2,2,0.7658367053266164,0.0,0.0,3.8427479603683716
116,4.288211377066519,2,16,6.6068137325955565,39.32835120256529,0.9276427530407707,38.80785108247719,2,2,1.1841183236772719,0.0,0.0,2.7027157182697357
117,9.070888821637826,3,23,5.516354778745129,30.912124071418052,1.5454421935496323,199.4648292798369,3,3,8.388432883638226,0.0,0.6443628420326675,0.323351093500696
118,9.069492366766188,3,20,14.69470433275369,73.27535629469901,1.72560810642392,55.291051273763266,1,3,0.8300219811492003,0.0,0.0,1.0372294176858223
119,2.5379882865105925,3,19,13.208614731533526,65.92286354182768,1.3025550980673657,97.94079940465033,3,3,1.9313942445060763,0.0,0.0,0.7777665321264634
120,8.547243028323622,1,5,6.870437485575234,46.18396182021218,1.1381546579246251,103.98402384346873,2,2,2.7018216648003714,0.0,0.24406095627373228,0.8378725000110938
121,3.181687591735722,1,15,12.072300956444444,68.38897507214193,0.6309352693845132,103.69027149007267,1,3,1.6678024274930494,0.0,0.0,1.5055286918497628
122,9.388129080312407,3,13,10.325894325515858,32.591176841121346,1.0049064172908808,31.210862003099976,2,2,1.1491771096913648,0.0,0.0,3.0898533510878763
123,1.5703747342549097,2,12,7.017304623302358,64.22857739399166,0.6318021668639853,32.07083082119397,2,3,0.5991880646734189,0.0,0.0,4.703133419936318
124,1.024398094728967,2,9,10.956387406078443,53.57880942750792,1.1177613712209027,73.02931197588408,2,3,1.6356312375628879,0.0,0.0,1.2102238174480615
125,9.365762298230432,3,12,9.085182929359169,76.64690335499773,1.986394214686086,44.975352960381265,3,3,0.7628221922769078,0.0,0.030883183206422745,1.1069443153562732
126,4.413057264674204,2,1,12.41120649290059,58.7236556589956,1.7627431651374081,32.25561344212645,3,1,0.7140614289795323,0.0,0.0,1.7283586384821275
127,8.15740580673901,1,14,12.995371309195157,71.25663383463987,0.7796074801822162,50.95989048267495,4,2,1.00122392591976,0.0,0.0,2.455270386836242
128,6.7038270734815955,1,4,8.161965822964946,59.415333789752836,1.5244730951256986,93.12997725331265,1,2,1.7241841195599228,0.0,0.0,0.6994271602685359
129,7.424042093697934,1,19,11.241015441818377,56.98905309573165,1.1581170130825087,117.60982282669451,3,1,2.6828445353859407,0.0,0.0,0.7288314368144845
130,4.198262066365563,3,15,8.838912213732115,57.177643055699434,1.8597081664468205,126.72640920322846,4,3,3.102908119379625,0.0,0.0,0.42252187249062173
131,2.0520823663752767,3,6,8.328157859124843,66.52745684046508,1.5405764111050075,37.512498198709714,4,3,0.7894108684198196,0.0,0.0,1.7009443857695548
132,8.907662038360943,1,1,10.334610919763215,74.69462915254789,1.6828958168367962,34.57660154788648,1,1,0.5091967405715108,0.0,0.0,1.689508309187304
133,3.805498610159934,3,5,12.785719390507511,37.15639927742348,0.806816889754195,144.24249603360477,2,3,4.658443729920222,0.0,0.0,0.8519536172491873
134,5.445833384177764,1,10,8.420817487159074,71.06286523360063,0.6659476054328108,170.05819688823104,3,3,3.1109870848574963,0.0,0.0,0.875274679779252
135,2.147397960987842,3,15,12.972953657795536,37.49587136743869,0.8438770928489623,145.83925083664792,2,2,4.667369889580781,0.0,0.0,0.8059939966862482
136,7.480328828914669,1,19,11.939484444671,57.13622216737981,0.8776985883604291,72.41071873326429,1,2,1.3940682037613872,0.0,0.0,1.5490718317523247
137,2.634379451212831,2,10,8.425242571785434,41.36754915149935,1.1353952936307243,61.1462752127666,1,2,1.6259339533921948,0.0,0.0,1.4199464083618338
138,6.53455236837389,1,13,6.391161941430619,35.03973015079433,0.8840232977804934,146.58863928216815,2,3,5.020197540950928,0.0,0.022435736765445517,0.7657684806697972
139,6.336666147329394,1,12,10.65133183589209,64.8325411938446,1.8837490717659435,142.91153369111274,3,3,2.8656133228367975,0.0,0.0,0.3700832557572267
140,2.3728513862283522,2,9,9.24130671302386,66.82221178123615,1.9015505221535223,185.4858600168214,2,1,3.330973729945999,0.0,0.0,0.2827168937692078
141,5.057554342637189,1,14,7.359060345950812,38.27602551836449,0.779481319241181,168.31070385548597,2,2,5.2767454794824085,0.0,0.0,0.7564579792554251
142,3.9893177138944504,1,22,10.188380571260721,59.563771787246466,1.0985040558051953,15.67851957029611,2,3,0.3158668922370653,0.0,0.0,5.487595545253676
143,4.016775174813109,2,20,12.877898887144923,60.18607658650695,0.6714009500835316,85.8283939197074,4,3,1.996470916572901,0.0,0.0,1.7057492127601446
144,8.771663265516612,3,6,8.463459943659613,47.34766009481139,1.6062518721646226,93.1824984735124,2,2,2.361658378561956,0.0,0.03641575950127685,0.6636820327010318
145,3.021443406459838,1,12,14.127494628791288,42.411322137857596,1.3664479311373208,37.2750968984549,1,2,0.9667844462622931,0.0,0.0,1.9255030925272978
146,1.3049124422193548,1,1,8.62393899116633,59.029417513902175,1.4483964318792957,7.553419034725059,4,1,0.17914435029152348,0.0,0.0,8.374967264851398
147,6.971836348150395,1,7,14.755413156827563,52.94944940085065,1.335958053335072,172.82324348869312,4,2,4.569500601460141,0.0,0.0,0.4312489846239335
148,5.815627470402927,2,8,10.021950103312426,59.76925086600219,0.6006147160826412,151.24229172783967,2,1,3.036523755003976,0.0,0.0,1.0888697830511098
149,2.889150337860272,1,19,8.49386999049333,53.411591422068966,1.4374639805765783,78.65655975083301,2,2,1.7671795426413712,0.0,0.0,0.8766856469493346
150,8.529083319630995,2,19,5.657086394283524,68.77638083475053,1.1799332521220414,107.25610251887811,3,1,2.0273374606546684,0.0,0.5076812912473141,0.7839752827148067
151,4.966864722444053,2,18,9.97011948821249,68.26781405331204,0.6544722189969733,70.20074820554403,3,3,1.3368081860060625,0.0,0.0,2.130177741272531
152,1.679530274235003,3,3,8.73309316279753,43.53723365717769,1.4659993148585237,84.7031633641288,4,3,2.723747439801566,0.0,0.0,0.7988829733342835
153,1.2284772009431038,3,18,13.669937600115235,50.399224768242235,1.3275838928890096,54.50826998844433,3,1,1.4059889077823415,0.0,0.0,1.3630607567235808
154,2.7650178972410755,1,8,6.041085819845739,69.99580426865947,0.7678169930815004,132.28549103111555,3,1,2.4568778105668554,0.0,0.0,0.9749339798787217
155,3.1436450294205387,3,2,13.053149673579052,79.43643909777214,1.4047961032654694,162.33577904770428,3,1,2.6566713608885104,0.3283356804442552,0.0,0.43658843369676054
156,9.663843866993872,1,20,11.680851365706461,40.24921477079105,0.9397215953915199,179.78548461161836,4,2,6.253530159274678,0.0,0.0,0.5884142328675458
157,1.1170173115966242,3,7,12.359046131960023,72.40640477334418,0.6841653344940628,175.9065947956823,3,2,3.15826443738266,0.0,0.0,0.8240681003539893
158,6.786330072528279,3,18,13.926717110769749,70.87217808692205,1.012726027546814,55.58756951910203,1,2,0.862769116479228,0.0,0.0,1.745353653805891
159,4.417231673505402,3,23,5.342281108205292,71.53272532826249,1.0177882173219133,155.89773202426136,2,2,2.6152684323240742,0.0,0.0,0.6262882955289643
160,4.2648210519935095,1,21,7.9446575954191765,77.42266534810784,1.6454086912396413,32.322069274458244,4,1,0.5844657605209589,0.0,0.0,1.845596860818083
161,8.816211783081215,3,14,9.710654526938143,39.105356941079165,1.2271675507255193,104.92924289697471,2,2,3.2198936750811016,0.0,0.0,0.7706192947556286
162,7.67518249805799,2,2,11.334782198261472,42.894384271660115,0.7090341111092362,167.81139617586334,1,3,4.30341964170373,1.151709820851865,0.0,0.8334444306317049
163,9.85961962633197,2,13,11.912218576096544,64.15919282227406,1.733875813867511,108.28402733774081,3,3,2.1940618225825372,0.0,0.0,0.529798360357756
164,8.335489855622114,1,9,7.74055220687206,57.70890012578967,1.4771305825277963,166.79965172290431,3,3,3.757471495161483,0.0,0.07685984576421678,0.40422844504571376
165,2.8577914458454288,2,10,6.40018538660449,43.18419013173082,0.8997475900563233,147.77599279951716,4,2,4.790790085173053,0.0,0.0,0.7464853971384774
166,3.25657594505438,2,13,11.650366745462556,38.76856393117248,1.8716179188874396,86.66025235395426,3,3,2.9059195553425137,0.0,0.0,0.612764317658741
167,4.448246754245477,1,14,5.46965966775055,38.31416843780397,1.6070504246395556,21.14574024539966,2,2,0.6622847194418711,0.0,0.0,2.858590868940725
168,6.428368985197494,3,21,13.370789907030293,51.859669817862176,1.873270515937871,145.6989079187716,4,3,3.9332774736645804,0.0,0.0,0.36505214416095516
169,6.493642003071618,3,22,9.760504021990997,63.18355826813241,1.9052446089871369,147.8515589559988,2,3,2.80803860387654,0.0,0.0,0.3537401477459326
170,2.934463407316811,3,4,10.398427789081934,38.10069389457923,1.762294490465065,170.04953061633867,3,2,5.802109284752218,0.4505273211880545,0.0,0.33258241665660215
171,9.597126814511311,3,11,8.342438908169608,68.54561018729109,0.6598973797006578,19.65186743848271,1,2,0.3153674483787579,0.0,0.1503982132986324,7.159110456558744
172,7.55369880583243,2,11,10.982860582681546,52.98407563805655,0.6139001155544331,20.16424209539663,2,2,0.45668609337965044,0.0,0.0,7.474494845278188
173,1.0210545156320043,3,19,7.721451372299627,59.51153334345435,1.0414608454100402,22.85850429869366,3,2,0.499332716177951,0.0,0.0,4.031244204692498
174,9.255822179160186,2,17,14.502373538208024,52.30028864789779,0.7776993932579295,110.67068473877984,4,3,2.9624876389763393,0.0,0.0,1.1485206705909532
175,8.856512522887675,1,8,11.389493853342618,67.95179227694248,1.586154993909708,129.26015805894994,4,3,2.663126537487003,0.0,0.0,0.485374112138839
176,9.825191201619894,1,18,9.894249636431404,41.06047209098011,1.9815020119949704,189.0915712388896,1,2,5.065716923612058,0.0,0.0,0.2661802107182075
